테이블명,컬럼명,한글명,설명,데이터타입,컬럼타입,NULL허용,키워드,카테고리,중요도,search_text
proxy_hospitals_management,is_payment,is_payment,is_payment 컬럼,bit,bit(1),아니오,"is, payment, is_payment",📋 일반,보통,"proxy_hospitals_management is_payment is_payment is_payment 컬럼 is, payment, is_payment"
proxy_hospitals_management,is_disclaimer,is_disclaimer,is_disclaimer 컬럼,bit,bit(1),아니오,"is_disclaimer, disclaimer, is",📋 일반,보통,"proxy_hospitals_management is_disclaimer is_disclaimer is_disclaimer 컬럼 is_disclaimer, disclaimer, is"
proxy_hospitals_management,prescription_hospital_id,prescription_hospital_ID,prescription_hospital_ID 고유 식별자,bigint,bigint(20),예,"hospital, 아이디, prescription_hospital_id, 식별자, prescription, id",🔑 식별자,높음,"proxy_hospitals_management prescription_hospital_id prescription_hospital_id prescription_hospital_id 고유 식별자 hospital, 아이디, prescription_hospital_id, 식별자, prescription, id"
proxy_hospitals_management,proxy_hospital_document_path,proxy_hospital_document_path,병원서류,varchar,varchar(255),예,"hospital, proxy, document, path, proxy_hospital_document_path",📋 일반,보통,"proxy_hospitals_management proxy_hospital_document_path proxy_hospital_document_path 병원서류 hospital, proxy, document, path, proxy_hospital_document_path"
proxy_hospitals_management,proxy_hospital_disclaimer_document_path,proxy_hospital_disclaimer_document_path,병원서류,varchar,varchar(255),예,"hospital, proxy, document, path, proxy_hospital_disclaimer_document_path, disclaimer",📋 일반,보통,"proxy_hospitals_management proxy_hospital_disclaimer_document_path proxy_hospital_disclaimer_document_path 병원서류 hospital, proxy, document, path, proxy_hospital_disclaimer_document_path, disclaimer"
proxy_hospitals_management,hospital_proxy_result_status,hospital_proxy_result_상태,병원별 진행 상태,varchar,varchar(100),아니오,"hospital, 상황, proxy, hospital_proxy_result_status, status, 상태, result",📊 상태,보통,"proxy_hospitals_management hospital_proxy_result_status hospital_proxy_result_상태 병원별 진행 상태 hospital, 상황, proxy, hospital_proxy_result_status, status, 상태, result"
proxy_request_user,id,ID,ID 고유 식별자,bigint,bigint(20),아니오,"아이디, 식별자, id",🔑 식별자,높음,"proxy_request_user id id id 고유 식별자 아이디, 식별자, id"
proxy_request_user,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"proxy_request_user user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
proxy_request_user,proxy_request_id,proxy_request_ID,proxy_request_ID 고유 식별자,bigint,bigint(20),아니오,"아이디, proxy, proxy_request_id, 식별자, request, id",🔑 식별자,높음,"proxy_request_user proxy_request_id proxy_request_id proxy_request_id 고유 식별자 아이디, proxy, proxy_request_id, 식별자, request, id"
question,question_id,question_ID,question 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, question_id, question, 식별자, id",🔑 식별자,높음,"question question_id question_id question 테이블의 고유 식별자 (primary key) 아이디, question_id, question, 식별자, id"
question,question_user_id,question_user_ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20) unsigned,아니오,"아이디, question_user_id, question, 식별자, id, user",🔑 식별자,높음,"question question_user_id question_user_id 환자 고유 식별자 (foreign key) 아이디, question_user_id, question, 식별자, id, user"
question,main_text,main_text,main_text 컬럼,longtext,longtext,아니오,"main_text, main, text",📋 일반,보통,"question main_text main_text main_text 컬럼 main_text, main, text"
question,answer_user_id,answer_user_ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20) unsigned,예,"아이디, answer_user_id, 식별자, answer, id, user",🔑 식별자,높음,"question answer_user_id answer_user_id 환자 고유 식별자 (foreign key) 아이디, answer_user_id, 식별자, answer, id, user"
question,answer,answer,answer 컬럼,longtext,longtext,예,answer,📋 일반,보통,question answer answer answer 컬럼 answer
question,question_type,question_타입,문의하기 종류,varchar,varchar(50),아니오,"type, 종류, 유형, 타입, question_type, question",📋 일반,보통,"question question_type question_타입 문의하기 종류 type, 종류, 유형, 타입, question_type, question"
question,status,상태,문의하기 상태,varchar,varchar(50),아니오,"상태, 상황, status",📊 상태,보통,"question status 상태 문의하기 상태 상태, 상황, status"
question,title,title,title 컬럼,varchar,varchar(500),아니오,title,📝 명칭,보통,question title title title 컬럼 title
question,answer_date,answer_날짜,답변시간,datetime,datetime(6),예,"answer_date, 일자, 날짜, date, answer",📅 날짜,보통,"question answer_date answer_날짜 답변시간 answer_date, 일자, 날짜, date, answer"
question,assigned_user_id,assigned_user_ID,문의 담당자 ID,bigint,bigint(20) unsigned,예,"assigned_user_id, 아이디, assigned, 식별자, id, user",🔑 식별자,높음,"question assigned_user_id assigned_user_id 문의 담당자 id assigned_user_id, 아이디, assigned, 식별자, id, user"
question,question_kyobo_user_id,question_kyobo_user_ID,문의한 교보유저아이디,bigint,bigint(20),예,"아이디, question_kyobo_user_id, kyobo, question, 식별자, id, user",🔑 식별자,높음,"question question_kyobo_user_id question_kyobo_user_id 문의한 교보유저아이디 아이디, question_kyobo_user_id, kyobo, question, 식별자, id, user"
question,incoming_channel,incoming_channel,문의한 채널,varchar,varchar(100),아니오,"incoming, channel, incoming_channel",📋 일반,보통,"question incoming_channel incoming_channel 문의한 채널 incoming, channel, incoming_channel"
question,modified_at,수정일시,question 수정 일시,datetime,datetime,아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"question modified_at 수정일시 question 수정 일시 at, modified_at, modified"
question,created_at,생성일시,question 생성 일시,datetime,datetime,아니오,"created, at, created_at",⚙️ 시스템,낮음,"question created_at 생성일시 question 생성 일시 created, at, created_at"
user,id,ID,ID 고유 식별자,bigint,bigint(20) unsigned,아니오,"아이디, 식별자, id",🔑 식별자,높음,"user id id id 고유 식별자 아이디, 식별자, id"
user,name,이름,이름 명칭,varchar,varchar(255),예,"명칭, 이름, name",📝 명칭,높음,"user name 이름 이름 명칭 명칭, 이름, name"
user,email,이메일,이메일,varchar,varchar(100),예,email,📋 일반,보통,user email 이메일 이메일 email
user,password,password,password 컬럼,varchar,varchar(200),예,password,📋 일반,보통,user password password password 컬럼 password
user,provider,provIDer,provIDer,varchar,varchar(20),아니오,"아이디, 식별자, provider",📋 일반,보통,"user provider provider provider 아이디, 식별자, provider"
user,provider_id,provIDer_ID,provIDer_ID 고유 식별자,varchar,varchar(255),아니오,"아이디, provider_id, provider, 식별자, id",🔑 식별자,높음,"user provider_id provider_id provider_id 고유 식별자 아이디, provider_id, provider, 식별자, id"
user,image_url,image_url,image_url 컬럼,varchar,varchar(2000),예,"image_url, url, image",📋 일반,보통,"user image_url image_url image_url 컬럼 image_url, url, image"
user,email_verified,이메일_verified,이메일_verified,tinyint,tinyint(1),예,"verified, email_verified, email",📋 일반,보통,"user email_verified 이메일_verified 이메일_verified verified, email_verified, email"
user,age,age,age 컬럼,int,int(11),예,age,📋 일반,보통,user age age age 컬럼 age
user,phone_number,전화번호_number,전화번호_number,varchar,varchar(20),예,"number, phone_number, phone",🔢 코드,보통,"user phone_number 전화번호_number 전화번호_number number, phone_number, phone"
user,user_type,user_타입,user_타입 유형/타입,varchar,varchar(20),예,"type, user_type, 종류, 유형, 타입, user",📋 일반,보통,"user user_type user_타입 user_타입 유형/타입 type, user_type, 종류, 유형, 타입, user"
user,created_at,생성일시,사용자 생성 일시,datetime,datetime,아니오,"created, at, created_at",⚙️ 시스템,낮음,"user created_at 생성일시 사용자 생성 일시 created, at, created_at"
user,modified_at,수정일시,사용자 수정 일시,datetime,datetime,아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"user modified_at 수정일시 사용자 수정 일시 at, modified_at, modified"
user,device_token,device_token,fcm token,varchar,varchar(256),예,"token, device_token, device",📋 일반,보통,"user device_token device_token fcm token token, device_token, device"
user,device_type,device_타입,유저 디바이스 타입,varchar,varchar(20),예,"type, 종류, 유형, device, 타입, device_type",📋 일반,보통,"user device_type device_타입 유저 디바이스 타입 type, 종류, 유형, device, 타입, device_type"
user,incoming_channel,incoming_channel,유입된 채널,varchar,varchar(100),아니오,"incoming, channel, incoming_channel",📋 일반,보통,"user incoming_channel incoming_channel 유입된 채널 incoming, channel, incoming_channel"
user,birthday,birthday,생년월일 ex) 890125,varchar,varchar(20),예,birthday,📋 일반,보통,user birthday birthday 생년월일 ex) 890125 birthday
user,partner_member_type,partner_member_타입,파트너사 멤버 타입,varchar,varchar(40),예,"type, partner, 종류, 유형, member, 타입, partner_member_type",📋 일반,보통,"user partner_member_type partner_member_타입 파트너사 멤버 타입 type, partner, 종류, 유형, member, 타입, partner_member_type"
user,cs_no,cs_no,교보 통합고객번호,varchar,varchar(50),예,"no, cs, cs_no",📋 일반,보통,"user cs_no cs_no 교보 통합고객번호 no, cs, cs_no"
user,partner_token,partner_token,파트너사쪽 토큰(교보다잇지 서버의 토큰),varchar,varchar(500),예,"partner_token, partner, token",📋 일반,보통,"user partner_token partner_token 파트너사쪽 토큰(교보다잇지 서버의 토큰) partner_token, partner, token"
user,encrypted_identity,encrypted_IDentity,단방향 암호화된 주민등록번호,varchar,varchar(256),예,"아이디, encrypted, 식별자, encrypted_identity, identity",📋 일반,보통,"user encrypted_identity encrypted_identity 단방향 암호화된 주민등록번호 아이디, encrypted, 식별자, encrypted_identity, identity"
user_account,user_account_id,user_account_ID,user_account 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, user_account_id, account, 식별자, id, user",🔑 식별자,높음,"user_account user_account_id user_account_id user_account 테이블의 고유 식별자 (primary key) 아이디, user_account_id, account, 식별자, id, user"
user_account,user_id,사용자 ID,유저 아이디,bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"user_account user_id 사용자 id 유저 아이디 아이디, user_id, 식별자, id, user"
user_account,provider,provIDer,로그인 타입 (어떤 로그인 수단으로 로그인했는지 확인 가능),varchar,varchar(20),아니오,"아이디, 식별자, provider",📋 일반,보통,"user_account provider provider 로그인 타입 (어떤 로그인 수단으로 로그인했는지 확인 가능) 아이디, 식별자, provider"
user_account,provider_id,provIDer_ID,각 회사의 CI,varchar,varchar(255),아니오,"아이디, provider_id, provider, 식별자, id",🔑 식별자,높음,"user_account provider_id provider_id 각 회사의 ci 아이디, provider_id, provider, 식별자, id"
user_account,created_at,생성일시,생성일,datetime,datetime,아니오,"created, at, created_at",⚙️ 시스템,낮음,"user_account created_at 생성일시 생성일 created, at, created_at"
user_account,secondary_user_id,secondary_user_ID,기존 유저 아이디,bigint,bigint(20) unsigned,예,"아이디, secondary_user_id, 식별자, secondary, id, user",🔑 식별자,높음,"user_account secondary_user_id secondary_user_id 기존 유저 아이디 아이디, secondary_user_id, 식별자, secondary, id, user"
user_deleted,id,ID,ID 고유 식별자,bigint,bigint(20) unsigned,아니오,"아이디, 식별자, id",🔑 식별자,높음,"user_deleted id id id 고유 식별자 아이디, 식별자, id"
user_deleted,user_id,사용자 ID,유저 ID,bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"user_deleted user_id 사용자 id 유저 id 아이디, user_id, 식별자, id, user"
user_deleted,deleted_at,삭제 여부_at,탈퇴한 날짜,datetime,datetime,아니오,"deleted, at, deleted_at",📋 일반,보통,"user_deleted deleted_at 삭제 여부_at 탈퇴한 날짜 deleted, at, deleted_at"
user_deleted,provider,provIDer,provIDer,varchar,varchar(20),예,"아이디, 식별자, provider",📋 일반,보통,"user_deleted provider provider provider 아이디, 식별자, provider"
user_deleted,provider_id,provIDer_ID,provIDer_ID 고유 식별자,varchar,varchar(255),예,"아이디, provider_id, provider, 식별자, id",🔑 식별자,높음,"user_deleted provider_id provider_id provider_id 고유 식별자 아이디, provider_id, provider, 식별자, id"
